discipline,winner,nb_sets,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores,team_one_game_1_points,team_two_game_1_points,team_one_game_2_points,team_two_game_2_points,team_one_game_3_points,team_two_game_3_points,game_1_winner,game_2_winner,game_3_winner,game_1_interval_score,game_2_interval_score,game_3_interval_score,game_1_interval_winner,game_2_interval_winner,game_3_interval_winner
WS,1,3,15-21,21-12,21-14,Pattarasuda Chaiwan,Natsuki Nidaira,8,4,4,2,3,3,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '13-19', '14-19', '14-20', '15-20', '15-21']",8.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",6.0,4.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '20-14', '21-14']",15,21,21,12,21,14,2,1,1,6-11,11-9,11-6,2,1,1
WS,2,3,16-21,21-17,18-21,Yen Mei Ho,Pornpawee Chochuwong,5,6,2,2,3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '16-19', '16-20', '16-21']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",4.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",16,21,21,17,18,21,2,1,2,7-11,11-7,9-11,2,1,2
WS,1,3,21-18,13-21,21-10,Selvaduray Kisona,Jin Wei Goh,8,6,3,2,5,5,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '15-15', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",6.0,6.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '13-21']",8.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",21,18,13,21,21,10,1,2,1,11-7,11-10,11-6,1,1,1
WS,2,2,11-21,11-21,0-0,Manassanan Lerthattasin,Ying Ying Lee,3,7,0,4,3,7,0,3,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '11-20', '11-21']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '11-18', '11-19', '11-20', '11-21']",0.0,0.0,0.0,0.0,[],11,21,11,21,0,0,2,2,2,7-11,5-11,0-0,2,2,0
WS,2,2,16-21,16-21,0-0,Pattarasuda Chaiwan,Pornpawee Chochuwong,5,6,0,4,5,6,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",0.0,0.0,0.0,0.0,[],16,21,16,21,0,0,2,2,2,11-8,9-11,0-0,1,2,0
WS,1,2,23-21,21-17,0-0,Selvaduray Kisona,Ying Ying Lee,4,3,4,2,4,3,2,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '14-18', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '23-21']",4.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",0.0,0.0,0.0,0.0,[],23,21,21,17,0,0,1,1,2,5-11,11-7,0-0,2,1,0
WS,1,2,21-13,22-20,0-0,Nitchaon Jindapol,Gregoria Mariska Tunjung,5,5,4,0,5,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '12-4', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '16-10', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",5.0,5.0,3.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '19-18', '20-18', '20-19', '20-20', '21-20', '22-20']",0.0,0.0,0.0,0.0,[],21,13,22,20,0,0,1,1,2,11-3,10-11,0-0,1,2,0
WS,1,2,21-16,21-6,0-0,Soniia Cheah,Natsumi Shimoda,14,6,4,0,5,6,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",13.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '10-0', '11-0', '12-0', '13-0', '13-1', '14-1', '15-1', '16-1', '16-2', '17-2', '18-2', '18-3', '19-3', '19-4', '19-5', '20-5', '20-6', '21-6']",0.0,0.0,0.0,0.0,[],21,16,21,6,0,0,1,2,2,11-10,11-0,0-0,1,1,0
WS,1,3,16-21,21-15,21-17,Nitchaon Jindapol,Soniia Cheah,4,5,2,1,4,4,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",3.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']",16,21,21,15,21,17,2,1,1,9-11,11-9,9-11,2,1,2
WS,1,3,14-21,21-9,21-11,Pornpawee Chochuwong,Selvaduray Kisona,8,5,3,1,3,5,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '14-19', '14-20', '14-21']",7.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '20-9', '21-9']",8.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '14-7', '15-7', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",14,21,21,9,21,11,2,2,1,11-10,11-7,11-5,1,1,1
WS,1,2,21-11,21-18,0-0,Nitchaon Jindapol,Pornpawee Chochuwong,4,5,2,0,4,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '13-6', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",4.0,5.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",0.0,0.0,0.0,0.0,[],21,11,21,18,0,0,1,1,2,11-4,11-9,0-0,1,1,0
WS,1,2,21-19,21-17,0-0,Yin Fun Lim,Yulia Yosephin Susanto,5,3,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '18-17', '19-17', '20-17', '21-17']",0.0,0.0,0.0,0.0,[],21,19,21,17,0,0,1,1,2,10-11,10-11,0-0,2,2,0
WS,1,3,21-17,8-21,21-18,Delphine Lansac,Yen Mei Ho,5,6,3,1,5,4,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '8-18', '8-19', '8-20', '8-21']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",21,17,8,21,21,18,1,1,1,11-9,4-11,9-11,1,2,2
WS,2,2,4-21,9-21,0-0,Rusydina Antardayu Riodingin,Hui Zhen Grace Chua,3,7,0,2,1,7,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '1-7', '1-8', '1-9', '1-10', '2-10', '2-11', '2-12', '3-12', '3-13', '3-14', '3-15', '3-16', '3-17', '3-18', '3-19', '4-19', '4-20', '4-21']",3.0,7.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '8-18', '8-19', '9-19', '9-20', '9-21']",0.0,0.0,0.0,0.0,[],4,21,9,21,0,0,1,1,2,2-11,6-11,0-0,2,2,0
WS,2,3,21-17,20-22,14-21,Lyanny Alessandra Mainaky,Ying Ying Lee,4,6,1,8,3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",4.0,4.0,0.0,5.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",4.0,6.0,0.0,3.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",21,17,20,22,14,21,1,2,2,11-8,11-10,8-11,1,1,2
WS,1,2,21-7,21-8,0-0,Yufei Chen,Chia Hsin Lee,8,2,2,0,8,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '9-3', '10-3', '10-4', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '18-6', '19-6', '19-7', '20-7', '21-7']",6.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '20-8', '21-8']",0.0,0.0,0.0,0.0,[],21,7,21,8,0,0,2,2,2,11-5,11-4,0-0,1,1,0
WS,1,2,21-17,21-14,0-0,Sayaka Sato,Pornpawee Chochuwong,5,3,3,0,5,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",3.0,2.0,2.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '21-14']",0.0,0.0,0.0,0.0,[],21,17,21,14,0,0,1,1,2,11-10,11-7,0-0,1,1,0
WS,2,2,16-21,17-21,0-0,Xiaoxin Chen,Jang Mi Lee,5,6,0,3,5,6,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",4.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",0.0,0.0,0.0,0.0,[],16,21,17,21,0,0,2,2,2,11-9,10-11,0-0,1,2,0
WS,1,3,21-17,20-22,21-17,Kirsty Gilmour,Mia Blichfeldt,7,4,3,2,5,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '21-17']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",6.0,4.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",21,17,20,22,21,17,1,2,1,11-10,8-11,11-9,1,2,1
WS,2,2,14-21,12-21,0-0,Fitriani Fitriani,Ratchanok Intanon,4,7,0,2,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '13-19', '14-19', '14-20', '14-21']",2.0,7.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",0.0,0.0,0.0,0.0,[],14,21,12,21,0,0,2,2,2,7-11,9-11,0-0,2,2,0
WS,2,2,17-21,21-23,0-0,Evgeniya Kosetskaya,Ying Ying Lee,5,4,0,5,4,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '15-17', '15-18', '16-18', '16-19', '17-19', '17-20', '17-21']",5.0,3.0,0.0,4.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",0.0,0.0,0.0,0.0,[],17,21,21,23,0,0,2,2,2,10-11,9-11,0-0,2,2,0
WS,2,2,15-21,13-21,0-0,Ji Hyun Sung,Aya Ohori,4,6,0,3,4,5,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '5-13', '5-14', '6-14', '7-14', '8-14', '8-15', '9-15', '10-15', '11-15', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",3.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",0.0,0.0,0.0,0.0,[],15,21,13,21,0,0,2,2,2,3-11,9-11,0-0,2,2,0
WS,1,2,21-10,21-15,0-0,Nitchaon Jindapol,Delphine Lansac,5,3,5,0,5,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '15-7', '15-8', '16-8', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '21-10']",4.0,3.0,4.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '16-7', '17-7', '17-8', '17-9', '18-9', '18-10', '19-10', '19-11', '19-12', '20-12', '20-13', '20-14', '20-15', '21-15']",0.0,0.0,0.0,0.0,[],21,10,21,15,0,0,1,1,2,11-4,11-6,0-0,1,1,0
